Dates,1Y,2Y,3Y,5Y,7Y,10Y,spread
2004-11-30,0.0222,0.02547588588258999,0.030739549723236663,0.07350339602249564,0.08439808683098182,0.13784710635928066,0.11564710635928066
2004-12-31,0.0228,0.027036373179542942,0.031221666105805748,0.07184402145387084,0.0800433112844996,0.1315942296769005,0.10879422967690049
2005-01-31,0.022099999999999998,0.025964305739732227,0.030056664915969117,0.06894273814092504,0.07638027888673221,0.12660636691620383,0.10450636691620384
2005-02-28,0.0225,0.027134616245923105,0.0314167785395003,0.07232896398856062,0.07888122243731086,0.13130710232778744,0.10880710232778745
2005-03-31,0.0225,0.027524822080738042,0.03073453084512095,0.07165107374033086,0.07849666537679229,0.12976821249149123,0.10726821249149124
2005-04-29,0.0209,0.02401221613469093,0.027917258762928547,0.06497536409324432,0.07543601965771699,0.12422324417479555,0.10332324417479555
2005-05-31,0.0207,0.022838612844737108,0.026650196638437568,0.06274530020007077,0.07282948429876682,0.12202338197239501,0.10132338197239502
2005-06-30,0.0197,0.02068493701020178,0.02479751550983427,0.05993534456146393,0.07042240930151206,0.11576127747947224,0.09606127747947224
2005-07-29,0.021099999999999997,0.023033857124729145,0.026063141206406,0.06177140070341955,0.0697237333642538,0.11738927864505366,0.09628927864505367
2005-08-31,0.0212,0.022935928318892462,0.025476917462479126,0.059922045462073456,0.06739671314748658,0.11439993947440386,0.09319993947440386
2005-09-30,0.0223,0.02498739930186042,0.027035447688422504,0.06010543199668361,0.06660916725156418,0.11225606126476326,0.08995606126476326
2005-10-31,0.024699999999999996,0.027520316515528127,0.02975775542171133,0.06514508438874533,0.07095392202584919,0.11850484462447147,0.09380484462447147
2005-11-30,0.0265,0.02888081459662738,0.03043503912540372,0.06620518778148216,0.06949293214788965,0.11801325090635234,0.09151325090635234
2005-12-30,0.0273,0.02965773706961346,0.030336586399857056,0.0637774598503825,0.06299865068382549,0.11096746613125458,0.08366746613125457
2006-01-31,0.0279,0.03121133122306868,0.032567404100797774,0.06764999108643094,0.06900132366580139,0.11606633106048511,0.0881663310604851
2006-02-28,0.0287,0.03198644466912637,0.03305067125118458,0.06900296561234887,0.0703533857711065,0.11422306144069116,0.08552306144069116
2006-03-31,0.031,0.034792359444273765,0.03585304372576613,0.07469576683340773,0.07710295127284156,0.11998452112585734,0.08898452112585734
2006-04-28,0.0319,0.036434673267389646,0.037685788616040966,0.07902954507752351,0.08258545755995625,0.12699279590790857,0.09509279590790858
2006-05-31,0.0318,0.03479085826398831,0.03652880589681003,0.07614133453987836,0.0809557671314266,0.12671462026152946,0.09491462026152947
2006-06-30,0.0337,0.037396629571536576,0.03874384167681556,0.07960175182949539,0.08296534482623788,0.1290050688964683,0.09530506889646828
2006-07-31,0.0342,0.03575429859987689,0.037587552044243105,0.07661788305171026,0.07950540761508418,0.1233429136311468,0.08914291363114679
2006-08-31,0.0349,0.03507767588787071,0.03585010025822753,0.07353326869100074,0.0762326477657706,0.11892269587576709,0.08402269587576709
2006-09-29,0.035300000000000005,0.03507756391707329,0.034884401853501876,0.07121716947776477,0.07305085275158574,0.11246923836887524,0.07716923836887524
2006-10-31,0.0372,0.03613908381240824,0.036621211345873816,0.07382084743757283,0.07526656086245304,0.11554871402994682,0.07834871402994682
2006-11-30,0.0372,0.03575331854937411,0.03556028708866099,0.07189225354693818,0.07391781420732207,0.11449128315249646,0.07729128315249646
2006-12-29,0.0387,0.03816247036128393,0.03864373473835825,0.07747979551999236,0.07892286634025136,0.11910507146326949,0.08040507146326949
2007-01-31,0.0395,0.039316945619026156,0.03960536552488719,0.0803641335019531,0.0819012645513118,0.12477178802402228,0.08527178802402227
2007-02-28,0.0392,0.03748867612900462,0.03796993125162863,0.07738376683056544,0.07921180455998039,0.12074018169506906,0.08154018169506906
2007-03-30,0.0405,0.03893235790234877,0.03931686237695041,0.07911442465332406,0.08017177036234063,0.12362045324633986,0.08312045324633985
2007-04-30,0.0417,0.04066199093606953,0.040757992472167826,0.08247595422826737,0.08391542446894251,0.12851057740497135,0.08681057740497135
2007-05-31,0.0434,0.04325118884819634,0.04286790022717586,0.086214796479051,0.08659792906255048,0.13205161881052957,0.08865161881052958
2007-06-29,0.0443,0.04411272121928453,0.044591130527672385,0.0894689715322988,0.08994705142323756,0.1382669772214528,0.09396697722145281
2007-07-31,0.0438,0.04210132298513492,0.04277211939304465,0.08659815853052391,0.0864063948889307,0.13463712412002404,0.09083712412002404
2007-08-31,0.0412,0.03998968512739036,0.04162236589100564,0.0837237714992069,0.08631343680720321,0.13473958934128472,0.09353958934128472
2007-09-28,0.0408,0.04037393104950511,0.04191039815083995,0.08583439603759377,0.08861299198840841,0.1377042129858616,0.0969042129858616
2007-10-31,0.0412,0.038644372051151815,0.04066242479560489,0.08218877970633595,0.08410848736649704,0.13503380212849042,0.09383380212849042
2007-11-30,0.0398,0.03594850185450481,0.03922171359738562,0.0795005391602844,0.08421042638121107,0.13542906696890783,0.09562906696890783
